Url,Address,ReferenceNumber,Validateddate,Status,Proposal
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/80/20/HH&from=planningSearch,Haluke Lani Canons Close Aldwick  PO21 4EB,AW/80/20/HH,27-03-20,ApproveConditionally     ,Single storey infill extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/58/20/PL&from=planningSearch,Palm Cottage 62 Ash Lane Rustington  BN16 3BT,R/58/20/PL,19-05-20,ApproveConditionally     ,Alterations of layout to holiday let and provision of shed. This application may affect the setting of a listed building.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/24/20/DOC&from=planningSearch,Land to East of Fontwell Avenue  Fontwell  ,WA/24/20/DOC,19-03-20,DOC Refused     ,Approval of details reserved by condition imposed under ref APP/C3810/V/16/3143095 (WA/22/15/OUT) relating to Condition No 12 - surface water drainage
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/25/20/DOC&from=planningSearch,Land to East of Fontwell Avenue  Fontwell  ,WA/25/20/DOC,19-03-20,DOC Approved     ,Approval of details reserved by condition imposed under ref APP/C3810/V/16/3143095 (WA/22/15/OUT) relating to Condition No 17 - ecology
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/28/20/DOC&from=planningSearch,Land To South Of Barnside Hook Lane Aldingbourne  PO20 3TE,AL/28/20/DOC,18-03-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref APP/C3810/W/16/3155330 (AL/8/16/OUT) relating to Condition Nos 11 - visibility splay, 12 - fire hydrant, 13 - foul drainage, 14 - surface water drainage and 18 - external lighting"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/33/20/HH&from=planningSearch,38 Chalcraft Lane Bersted   PO21 5TX,BE/33/20/HH,27-03-20,ApproveConditionally     ,Roof raised to form new first floor bedroom accommodation to existing bungalow and ground floor alterations.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/36/20/T&from=planningSearch,Land between Lake Lane & Skylark Way Barnham  PO22 0AE,BN/36/20/T,01-04-20,ApproveConditionally     ,Various works to various trees.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=F/8/20/PL&from=planningSearch,Wicks Farm Ford Lane Ford  BN18 0DF,F/8/20/PL,23-03-20,ApproveConditionally     ,Variation of condition 2 following the grant of F/30/18/PL relating to the change of cladding from polythene to glass.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/50/20/CLP&from=planningSearch,3 George IV Walk Felpham   PO22 8HJ,FP/50/20/CLP,21-04-20,PP Not Required     ,Lawful development certificate for a new dormer to rear of existing roof.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/75/20/HH&from=planningSearch,10 Gladonian Road Littlehampton   BN17 6JW,LU/75/20/HH,18-03-20,ApproveConditionally     ,Single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/63/20/CLP&from=planningSearch,4 Broadmark Way Rustington   BN16 2EY,R/63/20/CLP,03-04-20,PP Not Required     ,Lawful development certificate for a proposed single storey rear extension. This is not CIL liable.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/50/20/PL&from=planningSearch,Pound Place Roundstone Lane Angmering  BN16 4AL,A/50/20/PL,18-03-20,ApproveConditionally     ,Variation of condition 2 imposed under A/51/18/PL (APP/C3810/W/19/3220233) relating to inclusion of electricity substation & gas & electricity meter housing; alteration of internal paths; inclusion of cycle & motorcycle parking; alteration to car parking layout; inclusion of pedestrian crossing to internal roadway & amendment of bin store to include stand for generation housing.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/52/20/PL&from=planningSearch,The Enchanted Florist The Square Angmering  BN16 4AE,A/52/20/PL,01-04-20,ApproveConditionally     ,Change of use from florist (A1 Shops) to barista coffee house/micro-bar (A3 Food & Drink & A4 Drinking Establishments). This application affects the character & appearance of the Angmering Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/35/20/HH&from=planningSearch,15 Critchmere Road Eastergate   PO20 3XA,BN/35/20/HH,31-03-20,ApproveConditionally     ,"Demolition of existing garage and utility room to allow for construction of two storey side extension, single storey rear extension and entrance porch."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/84/20/PL&from=planningSearch,2 Wick Parade Wick Street Littlehampton  BN17 7JQ,LU/84/20/PL,18-03-20,Withdrawn     ,"Change of use from newsagent (A1 Shops) to hot food take away (A5 Hot Food Take Away), external alterations to rear elevation & installation of roof mounted extract flue & fresh air intake pipe."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/46/20/DOC&from=planningSearch,Land to North of 68 Arundel Road Angmering  BN16 4LL,A/46/20/DOC,16-03-20,DOC Approved     ,Approval of details reserved by condition imposed under ref A/43/19/PL relating to Condition No 10 - landscaping scheme
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/49/20/PL&from=planningSearch,Flint Court Rectory Lane Angmering  BN16 4JU,A/49/20/PL,02-04-20,ApproveConditionally     ,Change of use of Flint Course from forming part of Grey Barn to an independent commercial residence for letting purposes. This application affects the character & appearance of the Angmering Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/23/20/HH&from=planningSearch,54 Torton Hill Road Arundel   BN18 9HH,AB/23/20/HH,30-03-20,ApproveConditionally     ,"First floor side/rear extension, porch and canopy to front, single storey rear extension, two storey side/rear extension, external refurbishment to all principle elevations & new permeable paving to drive (resubmission of AB/117/19/HH)."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/26/20/DOC&from=planningSearch,Land to South of Barnside Hook Lane Aldingbourne  PO20 3TE,AL/26/20/DOC,16-03-20,DOC Approved     ,"Approval of details reserved by condition imposed under ref AL/33/19/RES relating to Condition Nos 2 - covered and secure cycle parking, 3 - decentralised, renewable and low carbon energy, 4 - charging of electric vehicles and 5 - bin storage"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/79/20/HH&from=planningSearch,175 Nyetimber Lane Aldwick   PO21 3HT,AW/79/20/HH,02-04-20,ApproveConditionally     ,Side extension to enlarge kitchen and dining room.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/84/20/CLP&from=planningSearch,18 Chawkmare Coppice Aldwick   PO21 3SA,AW/84/20/CLP,30-03-20,PP Not Required     ,"Lawful development certificate for a proposed single storey rear extension, internal alterations and replacement roof window"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/29/20/HH&from=planningSearch,4 Canterbury Close Pagham   PO21 3QX,P/29/20/HH,16-03-20,ApproveConditionally     ,"Construction of porch, change of use of garage to utility room & study & renew cladding on all elevations with Hardie Board."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/75/20/HH&from=planningSearch,140 London Road Bognor Regis   PO21 1BD,BR/75/20/HH,27-03-20,Refused (Appealed)     ,"Conversion of roofspace to habitable use to include a rear dormer and terrace, with front and side rooflights."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/22/20/CLP&from=planningSearch,14 Howard Road Arundel   BN18 9EL,AB/22/20/CLP,13-03-20,PP Not Required     ,Lawful development certificate for a single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/76/20/NMA&from=planningSearch,2 Larchfield Close Aldwick   PO21 4RB,AW/76/20/NMA,16-03-20,Approve     ,Non material amendment following the grant of AW/303/19/HH for the change of window arrangements on first floor of proposed rear elevation.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/30/20/HH&from=planningSearch,1 Homing Gardens Bersted West Sussex  PO22 9AJ,BE/30/20/HH,20-03-20,ApproveConditionally     ,First floor extension & re-positioning of boundary wall (Re-submission of BE/113/19/HH). This application affects the setting of a listed building & affects the character & appearance of the North Bersted Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/76/20/PDH&from=planningSearch,12 Northcote Road Bognor Regis   PO21 5LZ,BR/76/20/PDH,13-03-20,Prior Approv not req     ,"Notification under extended permitted development rights for a single storey rear extension measuring 4.50m from beyond the rear wall of the original dwelling house, with maximum height of 3.30m and eaves height of 3m"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/28/20/T&from=planningSearch,9 Downlands Close Nyetimber Bognor Regis West Sussex PO21 3QA,P/28/20/T,13-03-20,ApproveConditionally     ,Reduce crown to 1 No. Oak tree to height approx. 15m and spread approx. 10m.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/21/20/L&from=planningSearch,Days Days Lane Fontwell Walberton BN18 0TA,WA/21/20/L,24-03-20,ApproveConditionally     ,Listed building consent for the demolition of redundant building ancillary to main house.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/33/20/PL&from=planningSearch,Sunnymead North End Road Yapton  BN18 0DL,Y/33/20/PL,25-03-20,Refused     ,"Demolition of existing dwelling & outbuildings & erection of 7 No. dwellings comprising 3 No. 4 bed houses, 1 No. 3 bed house & 3 No 2 bed houses. This application is a Departure from the Development Plan."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/67/20/CLP&from=planningSearch,34 Carlton Avenue Aldwick   PO21 3LR,AW/67/20/CLP,13-03-20,PP Not Required     ,Lawful development certificate for the proposed demolition of  existing single storey side extension to main bedroom & replace with new side extension
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/70/20/TC&from=planningSearch,"Verge outside 23, 24 and 52 Kingsway Aldwick   PO21 4DH",AW/70/20/TC,08-04-20,No Objection     ,"1 No. Ash tree (T1) - Crown lift to 2.5m. Tip back lateral spread on south side to approx. 4.5m-5.5m. 1 No. Lime tree (T2) prune two/three of the lower south easterly limbs.
1 No. White Poplar tree (T3) remove suckers on main trunk. Remove three lowest limbs to crown lift to 5.5m above ground level within the Craigwell House, Aldwick Conservation area."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/33/20/HH&from=planningSearch,The Garage Cottage Church Lane Barnham  PO22 0DB,BN/33/20/HH,13-03-20,ApproveConditionally     ,"Part two storey, part single storey side/rear extension and single storey rear extension."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/67/20/PL&from=planningSearch,Second Floor Flat 37C South Terrace Littlehampton  BN17 5NU,LU/67/20/PL,19-03-20,ApproveConditionally     ,Replacement of 2 No. windows & 1 No. door with wooden Heritage Flush type to rear elevation. This application affects the character & appearance of the Littlehampton Seafront Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/68/20/L&from=planningSearch,Second Floor Flat 37C South Terrace Littlehampton  BN17 5NU,LU/68/20/L,19-03-20,ApproveConditionally     ,Listed building consent for the replacement of 2 No. windows & 1 No. door with wooden Heritage Flush type to rear elevation & removal of walls in upper second floor for open kitchen plan & replace boxing with enclosure in lower hallway & reinstatement of handrail to match existing.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/72/20/HH&from=planningSearch,29 Linnet Close Littlehampton   BN17 7GW,LU/72/20/HH,26-03-20,ApproveConditionally     ,Single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/29/20/DOC&from=planningSearch,Garage Premises Main Road Yapton  BN18 0EA,Y/29/20/DOC,12-03-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref Y/22/19/PL relating to Condition Nos 3 - materials & finishes for external walls, roofs and rooflights, 4 - surface water drainage, 5 - covered & secure cycle parking and 11 - energy efficiency"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/40/20/DOC&from=planningSearch,Merry England Nursery Dappers Lane Angmering  BN16 4EN,A/40/20/DOC,11-03-20,DOC Approved     ,Approval of details reserved by condition imposed under ref A/142/16/OUT relating to Condition No 24 - renewable and low-carbon energy sources
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/65/20/T&from=planningSearch,Holly Lodge 3 Barrack Lane Aldwick West Sussex PO21 4BY,AW/65/20/T,11-03-20,ApproveConditionally     ,Prune back to previous points 1 No. Holm Oak tree.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/82/20/HH&from=planningSearch,7 Tyne Way Aldwick   PO21 3RU,AW/82/20/HH,11-03-20,ApproveConditionally     ,Modular ramp for access.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/28/20/NMA&from=planningSearch,Land At Salt Box West Of Shripney Road Bognor Regis  PO22 9NW,BE/28/20/NMA,12-03-20,Refused     ,Non material amendment following the grant of BE/135/18/PL for the minor design change to supermarket by changing cladding to a 'Duraclad' Composite Timber Cladding.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/65/20/T&from=planningSearch,106 Chichester Road Bognor Regis   PO21 5AA,BR/65/20/T,11-03-20,ApproveConditionally     ,Remove large bough growing towards neighbouring flats with large rot pocket at 3m and reduce selectively by 1-2m to leave a balanced tree after bough removed to 1 No. Walnut tree (T3).
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/28/20/CLP&from=planningSearch,4 Normandy Lane East Preston   BN16 1LZ,EP/28/20/CLP,12-03-20,PP Not Required     ,Lawful development certificate for a proposed side dormer & roof light.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/31/20/HH&from=planningSearch,4 Normandy Lane East Preston   BN16 1LZ,EP/31/20/HH,30-03-20,ApproveConditionally     ,Pitched roof rear extension and side garage extension.
